# Time (s),Width (um),Depth (um),Cap (um)
1.537838823529411904e-03,1.457020000000000223e-04,1.045247719672559789e-04,6.545888896274234875e-05
1.538001764705882596e-03,1.459790000000000198e-04,1.047234882637716790e-04,6.558333551970574023e-05
1.538164705882353071e-03,1.462559999999999902e-04,1.049222045602873519e-04,6.570778207666910461e-05
1.538327647058823763e-03,1.462559999999999902e-04,1.049222045602873519e-04,6.570778207666910461e-05
1.538490588235294238e-03,1.465330000000000148e-04,1.051209208568030655e-04,6.583222863363250965e-05
1.538653529411764496e-03,1.465330000000000148e-04,1.051209208568030655e-04,6.583222863363250965e-05
1.538816470588235405e-03,1.465330000000000148e-04,1.051209208568030655e-04,6.583222863363250965e-05
1.538979411764706097e-03,1.468099999999999852e-04,1.053196371533187385e-04,6.595667519059588758e-05
1.539142352941176789e-03,1.470870000000000098e-04,1.055183534498344521e-04,6.608112174755927906e-05
1.539305294117647264e-03,1.470870000000000098e-04,1.055183534498344521e-04,6.608112174755927906e-05
1.539468235294117740e-03,1.473640000000000074e-04,1.057170697463501386e-04,6.620556830452267055e-05
1.539631176470588432e-03,1.473640000000000074e-04,1.057170697463501386e-04,6.620556830452267055e-05
1.539794117647058907e-03,1.473640000000000074e-04,1.057170697463501386e-04,6.620556830452267055e-05
1.539957058823529599e-03,1.476410000000000049e-04,1.059157860428658386e-04,6.633001486148606203e-05
1.540120000000000291e-03,1.479180000000000024e-04,1.061145023393815387e-04,6.645446141844943996e-05
1.540282941176470549e-03,1.479180000000000024e-04,1.061145023393815387e-04,6.645446141844943996e-05
1.540445882352941241e-03,1.481950000000000270e-04,1.063132186358972523e-04,6.657890797541284500e-05
1.540608823529411933e-03,1.481950000000000270e-04,1.063132186358972523e-04,6.657890797541284500e-05
1.540771764705882625e-03,1.481950000000000270e-04,1.063132186358972523e-04,6.657890797541284500e-05
1.540934705882353100e-03,1.484719999999999974e-04,1.065119349324129253e-04,6.670335453237622293e-05
1.541097647058823792e-03,1.487490000000000220e-04,1.067106512289286389e-04,6.682780108933961442e-05
1.541260588235294268e-03,1.487490000000000220e-04,1.067106512289286389e-04,6.682780108933961442e-05
1.541423529411764743e-03,1.490259999999999925e-04,1.069093675254443118e-04,6.695224764630299235e-05
1.541586470588235435e-03,1.490259999999999925e-04,1.069093675254443118e-04,6.695224764630299235e-05
1.541749411764706127e-03,1.490259999999999925e-04,1.069093675254443118e-04,6.695224764630299235e-05
1.541912352941176819e-03,1.493030000000000442e-04,1.071080838219600390e-04,6.707669420326641094e-05
1.542075294117646860e-03,1.493030000000000442e-04,1.071080838219600390e-04,6.707669420326641094e-05
1.542238235294117769e-03,1.495800000000000146e-04,1.073068001184757119e-04,6.720114076022978887e-05
1.542401176470588461e-03,1.498569999999999850e-04,1.075055164149913849e-04,6.732558731719315325e-05
1.542564117647058936e-03,1.498569999999999850e-04,1.075055164149913849e-04,6.732558731719315325e-05
1.542727058823529628e-03,1.498569999999999850e-04,1.075055164149913849e-04,6.732558731719315325e-05
1.542890000000000103e-03,1.501339999999999825e-04,1.077042327115070849e-04,6.745003387415654474e-05
1.543052941176470579e-03,1.501339999999999825e-04,1.077042327115070849e-04,6.745003387415654474e-05
1.543215882352941271e-03,1.504110000000000071e-04,1.079029490080227985e-04,6.757448043111994977e-05
1.543378823529411963e-03,1.506880000000000047e-04,1.081016653045384850e-04,6.769892698808332770e-05
1.543541764705882655e-03,1.506880000000000047e-04,1.081016653045384850e-04,6.769892698808332770e-05
1.543704705882352913e-03,1.506880000000000047e-04,1.081016653045384850e-04,6.769892698808332770e-05
1.543867647058823822e-03,1.509650000000000022e-04,1.083003816010541851e-04,6.782337354504671919e-05
1.544030588235294297e-03,1.509650000000000022e-04,1.083003816010541851e-04,6.782337354504671919e-05
1.544193529411764772e-03,1.512419999999999997e-04,1.084990978975698851e-04,6.794782010201011067e-05
1.544356470588235464e-03,1.515189999999999972e-04,1.086978141940855716e-04,6.807226665897348860e-05
1.544519411764706156e-03,1.515189999999999972e-04,1.086978141940855716e-04,6.807226665897348860e-05
1.544682352941176414e-03,1.515189999999999972e-04,1.086978141940855716e-04,6.807226665897348860e-05
1.544845294117647106e-03,1.517960000000000218e-04,1.088965304906012852e-04,6.819671321593689364e-05
1.545008235294117798e-03,1.517960000000000218e-04,1.088965304906012852e-04,6.819671321593689364e-05
1.545171176470588490e-03,1.520729999999999923e-04,1.090952467871169582e-04,6.832115977290027157e-05
1.545334117647058966e-03,1.523500000000000169e-04,1.092939630836326718e-04,6.844560632986366306e-05
1.545497058823529658e-03,1.523500000000000169e-04,1.092939630836326718e-04,6.844560632986366306e-05
1.545660000000000350e-03,1.523500000000000169e-04,1.092939630836326718e-04,6.844560632986366306e-05
1.545822941176470608e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.545985882352941300e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.546148823529411992e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.546311764705882467e-03,1.529040000000000119e-04,1.096913956766640584e-04,6.869449944379044603e-05
1.546474705882352942e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.546637647058823634e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.546800588235294326e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.546963529411764801e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.547126470588235277e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.547289411764706185e-03,1.529040000000000119e-04,1.096913956766640584e-04,6.869449944379044603e-05
1.547452352941176877e-03,1.529040000000000119e-04,1.096913956766640584e-04,6.869449944379044603e-05
1.547615294117647136e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.547778235294117828e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.547941176470588520e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.548104117647058778e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.548267058823529470e-03,1.529040000000000119e-04,1.096913956766640584e-04,6.869449944379044603e-05
1.548430000000000162e-03,1.529040000000000119e-04,1.096913956766640584e-04,6.869449944379044603e-05
1.548592941176470854e-03,1.529040000000000119e-04,1.096913956766640584e-04,6.869449944379044603e-05
1.548755882352941329e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.548918823529412021e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.549081764705882713e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.549244705882353405e-03,1.529040000000000119e-04,1.096913956766640584e-04,6.869449944379044603e-05
1.549407647058823664e-03,1.529040000000000119e-04,1.096913956766640584e-04,6.869449944379044603e-05
1.549570588235294356e-03,1.529040000000000119e-04,1.096913956766640584e-04,6.869449944379044603e-05
1.549733529411764614e-03,1.529040000000000119e-04,1.096913956766640584e-04,6.869449944379044603e-05
1.549896470588235306e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.550059411764705998e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.550222352941176690e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.550385294117647165e-03,1.529040000000000119e-04,1.096913956766640584e-04,6.869449944379044603e-05
1.550548235294117640e-03,1.529040000000000119e-04,1.096913956766640584e-04,6.869449944379044603e-05
1.550711176470588549e-03,1.529040000000000119e-04,1.096913956766640584e-04,6.869449944379044603e-05
1.550874117647059241e-03,1.529040000000000119e-04,1.096913956766640584e-04,6.869449944379044603e-05
1.551037058823529716e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.551200000000000192e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.551362941176470450e-03,1.529040000000000119e-04,1.096913956766640584e-04,6.869449944379044603e-05
1.551525882352941142e-03,1.529040000000000119e-04,1.096913956766640584e-04,6.869449944379044603e-05
1.551688823529411834e-03,1.529040000000000119e-04,1.096913956766640584e-04,6.869449944379044603e-05
1.551851764705882526e-03,1.529040000000000119e-04,1.096913956766640584e-04,6.869449944379044603e-05
1.552014705882353001e-03,1.529040000000000119e-04,1.096913956766640584e-04,6.869449944379044603e-05
1.552177647058823693e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.552340588235294385e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.552503529411765077e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.552666470588235552e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.552829411764706244e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.552992352941176719e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.553155294117646978e-03,1.526270000000000144e-04,1.094926793801483719e-04,6.857005288682705454e-05
1.553318235294117670e-03,1.523500000000000169e-04,1.092939630836326718e-04,6.844560632986366306e-05
1.553481176470588362e-03,1.523500000000000169e-04,1.092939630836326718e-04,6.844560632986366306e-05
1.553644117647058837e-03,1.523500000000000169e-04,1.092939630836326718e-04,6.844560632986366306e-05
1.553807058823529529e-03,1.523500000000000169e-04,1.092939630836326718e-04,6.844560632986366306e-05
1.553970000000000221e-03,1.523500000000000169e-04,1.092939630836326718e-04,6.844560632986366306e-05
1.554132941176470913e-03,1.523500000000000169e-04,1.092939630836326718e-04,6.844560632986366306e-05
1.554295882352941388e-03,1.523500000000000169e-04,1.092939630836326718e-04,6.844560632986366306e-05
1.554458823529412080e-03,1.520729999999999923e-04,1.090952467871169582e-04,6.832115977290027157e-05
1.554621764705882772e-03,1.520729999999999923e-04,1.090952467871169582e-04,6.832115977290027157e-05
1.554784705882352814e-03,1.520729999999999923e-04,1.090952467871169582e-04,6.832115977290027157e-05
1.554947647058823506e-03,1.520729999999999923e-04,1.090952467871169582e-04,6.832115977290027157e-05
1.555110588235294198e-03,1.520729999999999923e-04,1.090952467871169582e-04,6.832115977290027157e-05
1.555273529411764673e-03,1.520729999999999923e-04,1.090952467871169582e-04,6.832115977290027157e-05
1.555436470588235365e-03,1.520729999999999923e-04,1.090952467871169582e-04,6.832115977290027157e-05
1.555599411764705840e-03,1.517960000000000218e-04,1.088965304906012852e-04,6.819671321593689364e-05
1.555762352941176749e-03,1.517960000000000218e-04,1.088965304906012852e-04,6.819671321593689364e-05
1.555925294117647224e-03,1.517960000000000218e-04,1.088965304906012852e-04,6.819671321593689364e-05
1.556088235294117916e-03,1.517960000000000218e-04,1.088965304906012852e-04,6.819671321593689364e-05
1.556251176470588608e-03,1.517960000000000218e-04,1.088965304906012852e-04,6.819671321593689364e-05
1.556414117647059300e-03,1.517960000000000218e-04,1.088965304906012852e-04,6.819671321593689364e-05
1.556577058823529341e-03,1.517960000000000218e-04,1.088965304906012852e-04,6.819671321593689364e-05
1.556740000000000033e-03,1.515189999999999972e-04,1.086978141940855716e-04,6.807226665897348860e-05
1.556902941176470725e-03,1.515189999999999972e-04,1.086978141940855716e-04,6.807226665897348860e-05
1.557065882352941201e-03,1.515189999999999972e-04,1.086978141940855716e-04,6.807226665897348860e-05
1.557228823529411893e-03,1.515189999999999972e-04,1.086978141940855716e-04,6.807226665897348860e-05
1.557391764705882585e-03,1.515189999999999972e-04,1.086978141940855716e-04,6.807226665897348860e-05
1.557554705882353277e-03,1.512419999999999997e-04,1.084990978975698851e-04,6.794782010201011067e-05
1.557717647058823752e-03,1.512419999999999997e-04,1.084990978975698851e-04,6.794782010201011067e-05
1.557880588235294444e-03,1.512419999999999997e-04,1.084990978975698851e-04,6.794782010201011067e-05
1.558043529411765136e-03,1.512419999999999997e-04,1.084990978975698851e-04,6.794782010201011067e-05
1.558206470588235394e-03,1.512419999999999997e-04,1.084990978975698851e-04,6.794782010201011067e-05
1.558369411764705869e-03,1.509650000000000022e-04,1.083003816010541851e-04,6.782337354504671919e-05
1.558532352941176561e-03,1.509650000000000022e-04,1.083003816010541851e-04,6.782337354504671919e-05
1.558695294117647036e-03,1.509650000000000022e-04,1.083003816010541851e-04,6.782337354504671919e-05
1.558858235294117729e-03,1.509650000000000022e-04,1.083003816010541851e-04,6.782337354504671919e-05
1.559021176470588204e-03,1.509650000000000022e-04,1.083003816010541851e-04,6.782337354504671919e-05
1.559184117647059113e-03,1.506880000000000047e-04,1.081016653045384850e-04,6.769892698808332770e-05
1.559347058823529588e-03,1.506880000000000047e-04,1.081016653045384850e-04,6.769892698808332770e-05
1.559510000000000280e-03,1.506880000000000047e-04,1.081016653045384850e-04,6.769892698808332770e-05
1.559672941176470972e-03,1.506880000000000047e-04,1.081016653045384850e-04,6.769892698808332770e-05
1.559835882352941230e-03,1.504110000000000071e-04,1.079029490080227985e-04,6.757448043111994977e-05
1.559998823529411922e-03,1.504110000000000071e-04,1.079029490080227985e-04,6.757448043111994977e-05
1.560161764705882397e-03,1.504110000000000071e-04,1.079029490080227985e-04,6.757448043111994977e-05
1.560324705882352872e-03,1.504110000000000071e-04,1.079029490080227985e-04,6.757448043111994977e-05
1.560487647058823564e-03,1.504110000000000071e-04,1.079029490080227985e-04,6.757448043111994977e-05
1.560650588235294256e-03,1.501339999999999825e-04,1.077042327115070849e-04,6.745003387415654474e-05
1.560813529411764948e-03,1.501339999999999825e-04,1.077042327115070849e-04,6.745003387415654474e-05
1.560976470588235424e-03,1.501339999999999825e-04,1.077042327115070849e-04,6.745003387415654474e-05
1.561139411764706116e-03,1.501339999999999825e-04,1.077042327115070849e-04,6.745003387415654474e-05
1.561302352941176808e-03,1.501339999999999825e-04,1.077042327115070849e-04,6.745003387415654474e-05
1.561465294117647500e-03,1.498569999999999850e-04,1.075055164149913849e-04,6.732558731719315325e-05
1.561628235294117758e-03,1.498569999999999850e-04,1.075055164149913849e-04,6.732558731719315325e-05
1.561791176470588450e-03,1.498569999999999850e-04,1.075055164149913849e-04,6.732558731719315325e-05
1.561954117647058708e-03,1.498569999999999850e-04,1.075055164149913849e-04,6.732558731719315325e-05
1.562117058823529400e-03,1.495800000000000146e-04,1.073068001184757119e-04,6.720114076022978887e-05
1.562280000000000092e-03,1.495800000000000146e-04,1.073068001184757119e-04,6.720114076022978887e-05
1.562442941176470351e-03,1.495800000000000146e-04,1.073068001184757119e-04,6.720114076022978887e-05
1.562605882352941259e-03,1.495800000000000146e-04,1.073068001184757119e-04,6.720114076022978887e-05
1.562768823529411951e-03,1.495800000000000146e-04,1.073068001184757119e-04,6.720114076022978887e-05
1.562931764705882643e-03,1.493030000000000442e-04,1.071080838219600390e-04,6.707669420326641094e-05
1.563094705882353335e-03,1.493030000000000442e-04,1.071080838219600390e-04,6.707669420326641094e-05
1.563257647058823594e-03,1.493030000000000442e-04,1.071080838219600390e-04,6.707669420326641094e-05
1.563420588235294286e-03,1.493030000000000442e-04,1.071080838219600390e-04,6.707669420326641094e-05
1.563583529411764978e-03,1.493030000000000442e-04,1.071080838219600390e-04,6.707669420326641094e-05
1.563746470588235236e-03,1.490259999999999925e-04,1.069093675254443118e-04,6.695224764630299235e-05
1.563909411764705928e-03,1.490259999999999925e-04,1.069093675254443118e-04,6.695224764630299235e-05
1.564072352941176403e-03,1.490259999999999925e-04,1.069093675254443118e-04,6.695224764630299235e-05
1.564235294117647095e-03,1.490259999999999925e-04,1.069093675254443118e-04,6.695224764630299235e-05
1.564398235294117787e-03,1.490259999999999925e-04,1.069093675254443118e-04,6.695224764630299235e-05
1.564561176470588479e-03,1.487490000000000220e-04,1.067106512289286389e-04,6.682780108933961442e-05
1.564724117647059171e-03,1.487490000000000220e-04,1.067106512289286389e-04,6.682780108933961442e-05
1.564887058823529646e-03,1.487490000000000220e-04,1.067106512289286389e-04,6.682780108933961442e-05
1.565050000000000122e-03,1.487490000000000220e-04,1.067106512289286389e-04,6.682780108933961442e-05
1.565212941176470814e-03,1.484719999999999974e-04,1.065119349324129253e-04,6.670335453237622293e-05
1.565375882352941289e-03,1.484719999999999974e-04,1.065119349324129253e-04,6.670335453237622293e-05
1.565538823529411764e-03,1.484719999999999974e-04,1.065119349324129253e-04,6.670335453237622293e-05
1.565701764705882456e-03,1.484719999999999974e-04,1.065119349324129253e-04,6.670335453237622293e-05
1.565864705882353148e-03,1.484719999999999974e-04,1.065119349324129253e-04,6.670335453237622293e-05
1.566027647058823623e-03,1.481950000000000270e-04,1.063132186358972523e-04,6.657890797541284500e-05
1.566190588235294315e-03,1.481950000000000270e-04,1.063132186358972523e-04,6.657890797541284500e-05
1.566353529411765007e-03,1.481950000000000270e-04,1.063132186358972523e-04,6.657890797541284500e-05
1.566516470588235482e-03,1.481950000000000270e-04,1.063132186358972523e-04,6.657890797541284500e-05
1.566679411764705957e-03,1.481950000000000270e-04,1.063132186358972523e-04,6.657890797541284500e-05
1.566842352941176649e-03,1.479180000000000024e-04,1.061145023393815387e-04,6.645446141844943996e-05
1.567005294117647341e-03,1.479180000000000024e-04,1.061145023393815387e-04,6.645446141844943996e-05
1.567168235294117817e-03,1.479180000000000024e-04,1.061145023393815387e-04,6.645446141844943996e-05
1.567331176470588509e-03,1.479180000000000024e-04,1.061145023393815387e-04,6.645446141844943996e-05
1.567494117647058550e-03,1.476410000000000049e-04,1.059157860428658386e-04,6.633001486148606203e-05
1.567657058823529459e-03,1.476410000000000049e-04,1.059157860428658386e-04,6.633001486148606203e-05
1.567820000000000151e-03,1.476410000000000049e-04,1.059157860428658386e-04,6.633001486148606203e-05
1.567982941176470843e-03,1.476410000000000049e-04,1.059157860428658386e-04,6.633001486148606203e-05
1.568145882352941535e-03,1.476410000000000049e-04,1.059157860428658386e-04,6.633001486148606203e-05
1.568308823529412010e-03,1.476410000000000049e-04,1.059157860428658386e-04,6.633001486148606203e-05
1.568471764705882485e-03,1.476410000000000049e-04,1.059157860428658386e-04,6.633001486148606203e-05
1.568634705882353177e-03,1.476410000000000049e-04,1.059157860428658386e-04,6.633001486148606203e-05
1.568797647058823653e-03,1.476410000000000049e-04,1.059157860428658386e-04,6.633001486148606203e-05
1.568960588235294345e-03,1.470870000000000098e-04,1.055183534498344521e-04,6.608112174755927906e-05
1.569123529411765037e-03,1.470870000000000098e-04,1.055183534498344521e-04,6.608112174755927906e-05
1.569286470588235295e-03,1.470870000000000098e-04,1.055183534498344521e-04,6.608112174755927906e-05
1.569449411764705987e-03,1.470870000000000098e-04,1.055183534498344521e-04,6.608112174755927906e-05
1.569612352941176679e-03,1.470870000000000098e-04,1.055183534498344521e-04,6.608112174755927906e-05
1.569775294117647371e-03,1.470870000000000098e-04,1.055183534498344521e-04,6.608112174755927906e-05
1.569938235294117846e-03,1.470870000000000098e-04,1.055183534498344521e-04,6.608112174755927906e-05
1.570101176470588321e-03,1.470870000000000098e-04,1.055183534498344521e-04,6.608112174755927906e-05
1.570264117647059013e-03,1.470870000000000098e-04,1.055183534498344521e-04,6.608112174755927906e-05
1.570427058823529488e-03,1.468099999999999852e-04,1.053196371533187385e-04,6.595667519059588758e-05
1.570590000000000180e-03,1.468099999999999852e-04,1.053196371533187385e-04,6.595667519059588758e-05
1.570752941176470872e-03,1.468099999999999852e-04,1.053196371533187385e-04,6.595667519059588758e-05
1.570915882352940914e-03,1.468099999999999852e-04,1.053196371533187385e-04,6.595667519059588758e-05
1.571078823529411823e-03,1.468099999999999852e-04,1.053196371533187385e-04,6.595667519059588758e-05
1.571241764705882515e-03,1.468099999999999852e-04,1.053196371533187385e-04,6.595667519059588758e-05
1.571404705882353207e-03,1.468099999999999852e-04,1.053196371533187385e-04,6.595667519059588758e-05
1.571567647058823682e-03,1.468099999999999852e-04,1.053196371533187385e-04,6.595667519059588758e-05
1.571730588235294157e-03,1.468099999999999852e-04,1.053196371533187385e-04,6.595667519059588758e-05
1.571893529411764849e-03,1.465330000000000148e-04,1.051209208568030655e-04,6.583222863363250965e-05
1.572056470588235324e-03,1.465330000000000148e-04,1.051209208568030655e-04,6.583222863363250965e-05
1.572219411764706016e-03,1.465330000000000148e-04,1.051209208568030655e-04,6.583222863363250965e-05
1.572382352941176708e-03,1.462559999999999902e-04,1.049222045602873519e-04,6.570778207666910461e-05
1.572545294117647400e-03,1.462559999999999902e-04,1.049222045602873519e-04,6.570778207666910461e-05
1.572708235294117875e-03,1.462559999999999902e-04,1.049222045602873519e-04,6.570778207666910461e-05
1.572871176470588351e-03,1.462559999999999902e-04,1.049222045602873519e-04,6.570778207666910461e-05
1.573034117647059043e-03,1.462559999999999902e-04,1.049222045602873519e-04,6.570778207666910461e-05
1.573197058823529518e-03,1.462559999999999902e-04,1.049222045602873519e-04,6.570778207666910461e-05
1.573360000000000210e-03,1.459790000000000198e-04,1.047234882637716790e-04,6.558333551970574023e-05
1.573522941176470685e-03,1.459790000000000198e-04,1.047234882637716790e-04,6.558333551970574023e-05
1.573685882352941160e-03,1.459790000000000198e-04,1.047234882637716790e-04,6.558333551970574023e-05
1.573848823529411852e-03,1.459790000000000198e-04,1.047234882637716790e-04,6.558333551970574023e-05
1.574011764705882544e-03,1.459790000000000198e-04,1.047234882637716790e-04,6.558333551970574023e-05
1.574174705882353236e-03,1.459790000000000198e-04,1.047234882637716790e-04,6.558333551970574023e-05
1.574337647058823711e-03,1.459790000000000198e-04,1.047234882637716790e-04,6.558333551970574023e-05
1.574500588235294403e-03,1.459790000000000198e-04,1.047234882637716790e-04,6.558333551970574023e-05
1.574663529411764878e-03,1.459790000000000198e-04,1.047234882637716790e-04,6.558333551970574023e-05
1.574826470588235354e-03,1.457020000000000223e-04,1.045247719672559789e-04,6.545888896274234875e-05
1.574989411764706046e-03,1.457020000000000223e-04,1.045247719672559789e-04,6.545888896274234875e-05
1.575152352941176521e-03,1.457020000000000223e-04,1.045247719672559789e-04,6.545888896274234875e-05
1.575315294117647213e-03,1.457020000000000223e-04,1.045247719672559789e-04,6.545888896274234875e-05
1.575478235294117688e-03,1.457020000000000223e-04,1.045247719672559789e-04,6.545888896274234875e-05
1.575641176470588380e-03,1.457020000000000223e-04,1.045247719672559789e-04,6.545888896274234875e-05
1.575804117647059072e-03,1.454249999999999976e-04,1.043260556707402653e-04,6.533444240577894371e-05
1.575967058823529330e-03,1.454249999999999976e-04,1.043260556707402653e-04,6.533444240577894371e-05
1.576130000000000239e-03,1.454249999999999976e-04,1.043260556707402653e-04,6.533444240577894371e-05
1.576292941176470931e-03,1.451480000000000272e-04,1.041273393742245924e-04,6.520999584881557933e-05
1.576455882352941406e-03,1.451480000000000272e-04,1.041273393742245924e-04,6.520999584881557933e-05
1.576618823529411881e-03,1.451480000000000272e-04,1.041273393742245924e-04,6.520999584881557933e-05
1.576781764705882573e-03,1.451480000000000272e-04,1.041273393742245924e-04,6.520999584881557933e-05
1.576944705882353049e-03,1.451480000000000272e-04,1.041273393742245924e-04,6.520999584881557933e-05
1.577107647058823524e-03,1.451480000000000272e-04,1.041273393742245924e-04,6.520999584881557933e-05
1.577270588235294216e-03,1.451480000000000272e-04,1.041273393742245924e-04,6.520999584881557933e-05
1.577433529411764908e-03,1.451480000000000272e-04,1.041273393742245924e-04,6.520999584881557933e-05
1.577596470588235600e-03,1.451480000000000272e-04,1.041273393742245924e-04,6.520999584881557933e-05
1.577759411764706075e-03,1.448710000000000026e-04,1.039286230777088788e-04,6.508554929185217429e-05
1.577922352941176767e-03,1.448710000000000026e-04,1.039286230777088788e-04,6.508554929185217429e-05
1.578085294117647459e-03,1.448710000000000026e-04,1.039286230777088788e-04,6.508554929185217429e-05
1.578248235294117717e-03,1.448710000000000026e-04,1.039286230777088788e-04,6.508554929185217429e-05
1.578411176470588409e-03,1.448710000000000026e-04,1.039286230777088788e-04,6.508554929185217429e-05
1.578574117647058885e-03,1.448710000000000026e-04,1.039286230777088788e-04,6.508554929185217429e-05
1.578737058823529360e-03,1.448710000000000026e-04,1.039286230777088788e-04,6.508554929185217429e-05
1.578900000000000052e-03,1.448710000000000026e-04,1.039286230777088788e-04,6.508554929185217429e-05
1.579062941176470744e-03,1.448710000000000026e-04,1.039286230777088788e-04,6.508554929185217429e-05
1.579225882352941436e-03,1.445940000000000051e-04,1.037299067811931787e-04,6.496110273488878281e-05
1.579388823529411694e-03,1.443170000000000076e-04,1.035311904846774922e-04,6.483665617792540488e-05
1.579551764705882603e-03,1.443170000000000076e-04,1.035311904846774922e-04,6.483665617792540488e-05
1.579714705882353295e-03,1.443170000000000076e-04,1.035311904846774922e-04,6.483665617792540488e-05
1.579877647058823987e-03,1.443170000000000076e-04,1.035311904846774922e-04,6.483665617792540488e-05
1.580040588235294245e-03,1.443170000000000076e-04,1.035311904846774922e-04,6.483665617792540488e-05
1.580203529411764937e-03,1.443170000000000076e-04,1.035311904846774922e-04,6.483665617792540488e-05
1.580366470588235196e-03,1.443170000000000076e-04,1.035311904846774922e-04,6.483665617792540488e-05
1.580529411764705888e-03,1.443170000000000076e-04,1.035311904846774922e-04,6.483665617792540488e-05
1.580692352941176580e-03,1.440400000000000100e-04,1.033324741881617921e-04,6.471220962096201339e-05
1.580855294117647272e-03,1.440400000000000100e-04,1.033324741881617921e-04,6.471220962096201339e-05
1.581018235294117747e-03,1.440400000000000100e-04,1.033324741881617921e-04,6.471220962096201339e-05
1.581181176470588439e-03,1.440400000000000100e-04,1.033324741881617921e-04,6.471220962096201339e-05
1.581344117647059131e-03,1.440400000000000100e-04,1.033324741881617921e-04,6.471220962096201339e-05
1.581507058823529823e-03,1.440400000000000100e-04,1.033324741881617921e-04,6.471220962096201339e-05
1.581670000000000298e-03,1.440400000000000100e-04,1.033324741881617921e-04,6.471220962096201339e-05
1.581832941176470773e-03,1.440400000000000100e-04,1.033324741881617921e-04,6.471220962096201339e-05
1.581995882352941031e-03,1.440400000000000100e-04,1.033324741881617921e-04,6.471220962096201339e-05
1.582158823529411723e-03,1.437629999999999854e-04,1.031337578916460785e-04,6.458776306399860835e-05
1.582321764705882415e-03,1.437629999999999854e-04,1.031337578916460785e-04,6.458776306399860835e-05
1.582484705882353107e-03,1.437629999999999854e-04,1.031337578916460785e-04,6.458776306399860835e-05
1.582647647058823583e-03,1.437629999999999854e-04,1.031337578916460785e-04,6.458776306399860835e-05
1.582810588235294058e-03,1.434860000000000150e-04,1.029350415951304056e-04,6.446331650703523042e-05
1.582973529411764967e-03,1.434860000000000150e-04,1.029350415951304056e-04,6.446331650703523042e-05
1.583136470588235659e-03,1.434860000000000150e-04,1.029350415951304056e-04,6.446331650703523042e-05
1.583299411764706134e-03,1.434860000000000150e-04,1.029350415951304056e-04,6.446331650703523042e-05
1.583462352941176826e-03,1.434860000000000150e-04,1.029350415951304056e-04,6.446331650703523042e-05
1.583625294117647084e-03,1.432089999999999904e-04,1.027363252986146920e-04,6.433886995007183894e-05
1.583788235294117559e-03,1.432089999999999904e-04,1.027363252986146920e-04,6.433886995007183894e-05
1.583951176470588251e-03,1.432089999999999904e-04,1.027363252986146920e-04,6.433886995007183894e-05
1.584114117647058943e-03,1.432089999999999904e-04,1.027363252986146920e-04,6.433886995007183894e-05
1.584277058823529418e-03,1.432089999999999904e-04,1.027363252986146920e-04,6.433886995007183894e-05
1.584439999999999894e-03,1.432089999999999904e-04,1.027363252986146920e-04,6.433886995007183894e-05
1.584602941176470802e-03,1.432089999999999904e-04,1.027363252986146920e-04,6.433886995007183894e-05
1.584765882352941494e-03,1.432089999999999904e-04,1.027363252986146920e-04,6.433886995007183894e-05
1.584928823529411970e-03,1.432089999999999904e-04,1.027363252986146920e-04,6.433886995007183894e-05
1.585091764705882662e-03,1.429320000000000200e-04,1.025376090020990190e-04,6.421442339310846101e-05
